Clusters,Pangenome Class,COG,Description,Enzyme Class,KEGG Orthology,KEGG Pathway,KEGG Reaction,Resistance Product,Resistance,Metabolism
cluster_4996,dispensable,J,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain,Alanine--tRNA ligase[6.1.1.7],alanyl-tRNA synthetase[K01872],Aminoacyl-tRNA biosynthesis[map00970],ATP + L-Alanine + tRNA(Ala) <=> AMP + Diphosphate + L-Alanyl-tRNA[R03038],-,-,-
cluster_4997,dispensable,C,Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family,Glycerol-3-phosphate oxidase[1.1.3.21]; Glycerol-3-phosphate dehydrogenase[1.1.5.3],alpha-glycerophosphate oxidase[K00105]; glycerol-3-phosphate dehydrogenase[K00111],Glycerophospholipid metabolism[map00564]; Biosynthesis of secondary metabolites[map01110],sn-Glycerol 3-phosphate + Oxygen <=> Glycerone phosphate + Hydrogen peroxide[R00846]; sn-Glycerol 3-phosphate + FAD <=> Glycerone phosphate + FADH2[R00848],-,-,-
cluster_4998,dispensable,P,E1-E2 ATPase,Cd(2+)-exporting ATPase[3.6.3.3]; P-type Zn(2+) transporter[3.6.3.5],Zn2+/Cd2+-exporting ATPase[K01534],-,-,-,-,-
cluster_4999,dispensable,J,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit",-,small subunit ribosomal protein S4[K02986],Ribosome[map03010],-,-,-,-
cluster_5000,dispensable,-,-,-,-,-,-,-,-,-
cluster_5001,dispensable,S,Phage derived protein Gp49-like (DUF891),-,-,-,-,-,-,-
cluster_5002,dispensable,-,-,-,-,-,-,-,-,-
cluster_5003,dispensable,-,-,-,-,-,-,-,-,-
cluster_5004,dispensable,-,-,-,-,-,-,-,-,-
cluster_5005,dispensable,-,-,-,-,-,-,-,-,-
cluster_5006,dispensable,-,-,-,-,-,-,-,-,-
cluster_5007,dispensable,-,-,-,-,-,-,-,-,-
cluster_5008,dispensable,-,-,-,-,-,-,-,-,-
cluster_5009,dispensable,S,DegV family,-,-,-,-,-,-,-
cluster_5010,dispensable,-,-,-,-,-,-,-,-,-
cluster_5011,dispensable,K,Helix-turn-helix domain,-,"ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor[K21903]",-,-,multi-metal resistance regulator,Metal: Multi-metal resistance,-
cluster_5012,dispensable,-,-,-,-,-,-,-,-,-
cluster_5013,dispensable,-,-,-,-,-,-,-,-,-
cluster_5014,dispensable,-,-,-,-,-,-,-,-,-
cluster_5015,dispensable,CO,transport accessory protein,Protein-disulfide reductase[1.8.1.8],thioredoxin 1[K03671]; thioredoxin 2[K03672],NOD-like receptor signaling pathway[map04621],-,-,-,-
cluster_5016,dispensable,S,Serine hydrolase involved in the detoxification of formaldehyde,S-formylglutathione hydrolase[3.1.2.12],S-formylglutathione hydrolase[K01070]; uncharacterized protein[K09795],Methane metabolism[map00680]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200],S-Formylglutathione + H2O <=> Formate + Glutathione[R00527],-,-,Carbon Cycle: Organic carbon oxidation
cluster_5017,dispensable,-,-,-,-,-,-,-,-,-
cluster_5018,dispensable,-,-,-,-,-,-,-,-,-
cluster_5019,dispensable,-,-,-,-,-,-,-,-,-
cluster_5020,dispensable,-,-,-,-,-,-,-,-,-
cluster_5021,dispensable,S,Amidohydrolase,-,-,-,-,-,-,-
cluster_5022,dispensable,-,-,-,-,-,-,-,-,-
cluster_5023,dispensable,-,-,-,-,-,-,-,-,-
cluster_5024,dispensable,K,sequence-specific DNA binding,-,-,-,-,-,-,-
cluster_5025,dispensable,K,Cro/C1-type HTH DNA-binding domain,-,-,-,-,-,-,-
cluster_5026,dispensable,E,Pfam:DUF955,-,-,-,-,-,-,-
cluster_5027,dispensable,-,-,-,-,-,-,-,-,-
cluster_5028,dispensable,-,-,-,-,-,-,-,-,-
cluster_5029,dispensable,L,Transposase,-,-,-,-,-,-,-
cluster_5030,dispensable,L,Transposase for ISSha1,-,transposase[K07485],-,-,-,-,-
cluster_5031,dispensable,L,DNA recombination,-,"effector protein SidC[K15482]; membrane fusion protein, peptide pheromone/bacteriocin exporter[K20345]",Quorum sensing[map02024]; Legionellosis[map05134],-,-,-,-
cluster_5032,dispensable,-,-,-,-,-,-,-,-,-
cluster_5033,dispensable,D,Cell division protein that may be involved in stabilizing or promoting the assembly of the division complex,-,cell division protein FtsQ[K03589],Cell cycle - Caulobacter[map04112],-,-,-,-
cluster_5034,dispensable,I,Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol,-,cardiolipin synthase A/B[K06131],Glycerophospholipid metabolism[map00564]; Metabolic pathways[map01100],2 Phosphatidylglycerol <=> Cardiolipin + Glycerol[R07390],-,-,-
cluster_5035,dispensable,U,Belongs to the peptidase S26 family,Signal peptidase I[3.4.21.89],signal peptidase I[K03100],Quorum sensing[map02024]; Protein export[map03060],-,-,-,-
cluster_5036,dispensable,K,Transcriptional regulator,-,-,-,-,-,-,-
cluster_5037,dispensable,J,Acetyltransferase (GNAT) domain,Diamine N-acetyltransferase[2.3.1.57],diamine N-acetyltransferase[K00657],Arginine and proline metabolism[map00330]; Metabolic pathways[map01100],Acetyl-CoA + Putrescine <=> CoA + N-Acetylputrescine[R01154],-,-,-
cluster_5038,dispensable,-,-,-,-,-,-,-,-,-
cluster_5039,dispensable,GM,ABC-2 type transporter,-,lipopolysaccharide transport system permease protein[K09690]; teichoic acid transport system permease protein[K09692],ABC transporters[map02010],-,-,-,-
cluster_5040,dispensable,M,"the rest of the oligosaccharide is released intact. Cleaves the peptidoglycan connecting the daughter cells at the end of the cell division cycle, resulting in the separation of the two newly divided cells. Acts as an autolysin in penicillin-induced lysis (By similarity)",Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[3.2.1.96]; N-acetylmuramoyl-L-alanine amidase[3.5.1.28],mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[K01227]; N-acetylmuramoyl-L-alanine amidase[K01447]; bifunctional autolysin[K13714],Other glycan degradation[map00511],N-Acetylmuramoyl-Ala + H2O <=> N-Acetylmuramate + L-Alanine[R04112],-,-,-
cluster_5041,dispensable,M,COG0458 Carbamoylphosphate synthase large subunit (split gene in MJ),D-alanine--D-alanine ligase[6.3.2.4],D-alanine-D-alanine ligase[K01921],Peptidoglycan biosynthesis[map00550]; Metabolic pathways[map01100]; Vancomycin resistance[map01502],ATP + 2 D-Alanine <=> ADP + Orthophosphate + D-Alanyl-D-alanine[R01150],-,-,-
cluster_5042,dispensable,-,-,-,-,-,-,-,-,-
cluster_5043,dispensable,M,Bacterial capsule synthesis protein PGA_cap,-,gamma-polyglutamate biosynthesis protein CapA[K07282],-,-,-,-,-
cluster_5044,dispensable,S,Branched-chain amino acid transport protein (AzlD),-,-,-,-,-,-,-
cluster_5045,dispensable,S,aldo keto reductase,-,-,-,-,-,-,-
cluster_5046,dispensable,L,Replication initiation factor,-,putative DNA relaxase[K07467],-,-,-,-,-
cluster_5047,dispensable,-,-,-,-,-,-,-,-,-
cluster_5048,dispensable,K,N-acetyltransferase,-,-,-,-,-,-,-
cluster_5049,dispensable,S,Peptidase M16 inactive domain,-,-,-,-,-,-,-
cluster_5050,dispensable,F,Belongs to the formate--tetrahydrofolate ligase family,Formate--tetrahydrofolate ligase[6.3.4.3],formate--tetrahydrofolate ligase[K01938],One carbon pool by folate[map00670]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200],Tetrahydrofolate + Formate + ATP <=> ADP + Orthophosphate + 10-Formyltetrahydrofolate[R00943],-,-,-
cluster_5051,dispensable,-,-,-,-,-,-,-,-,-
cluster_5052,dispensable,-,-,-,-,-,-,-,-,-
cluster_5053,dispensable,E,Arginine ornithine antiporter,-,putrescine:ornithine antiporter[K03756]; arginine:ornithine antiporter / lysine permease[K03758],-,-,-,-,-
cluster_5054,dispensable,S,Replication initiator protein A (RepA) N-terminus,-,-,-,-,-,-,-
cluster_5055,dispensable,K,Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons,-,transcription antitermination protein NusB[K03625],-,-,-,-,-
cluster_5056,dispensable,-,-,-,-,-,-,-,-,-
cluster_5057,dispensable,S,Protein of unknown function (DUF443),-,-,-,-,-,-,-
cluster_5058,dispensable,L,RePlication protein,-,-,-,-,-,-,-
cluster_5059,dispensable,L,GyrI-like small molecule binding domain,-,AraC family transcriptional regulator[K13652],-,-,-,-,-
cluster_5060,dispensable,S,Protein of unknown function (DUF443),-,-,-,-,-,-,-
cluster_5061,unique,-,-,-,-,-,-,-,-,-
cluster_5062,dispensable,K,Acetyltransferase (GNAT) domain,-,uncharacterized protein[K06889]; streptothricin acetyltransferase[K19273],-,-,streptothricin N-acetyltransferase,Drug: Streptothricin,-
cluster_5063,dispensable,IQ,COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),-,-,-,-,-,-,-
cluster_5064,dispensable,-,-,-,-,-,-,-,-,-
cluster_5065,dispensable,S,Transcriptional activator RinB,-,-,-,-,-,-,-
cluster_5066,dispensable,-,-,-,-,-,-,-,-,-
cluster_5067,dispensable,S,Glutathione-dependent formaldehyde-activating enzyme,S-(hydroxymethyl)glutathione synthase[4.4.1.22],S-(hydroxymethyl)glutathione synthase[K03396],Methane metabolism[map00680]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200],Glutathione + Formaldehyde <=> S-(Hydroxymethyl)glutathione[R06982],-,-,-
cluster_5068,dispensable,K,Putative DNA-binding domain,-,-,-,-,-,-,-
cluster_5069,dispensable,S,Abortive infection C-terminus,-,-,-,-,-,-,-
cluster_5070,dispensable,-,-,-,-,-,-,-,-,-
cluster_5071,dispensable,-,-,-,-,-,-,-,-,-
cluster_5072,dispensable,S,Uncharacterized protein conserved in bacteria (DUF2188),-,-,-,-,-,-,-
cluster_5073,dispensable,K,Helix-turn-helix,-,-,-,-,-,-,-
cluster_5074,dispensable,C,Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily,Alcohol dehydrogenase[1.1.1.1]; S-(hydroxymethyl)glutathione dehydrogenase[1.1.1.284]; Aryl-alcohol dehydrogenase[1.1.1.90],aryl-alcohol dehydrogenase[K00055]; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase[K00121],Glycolysis / Gluconeogenesis[map00010]; Fatty acid degradation[map00071]; Tyrosine metabolism[map00350]; Phenylalanine metabolism[map00360]; Xylene degradation[map00622]; Toluene degradation[map00623]; Chloroalkane and chloroalkene degradation[map00625]; Naphthalene degradation[map00626]; Methane metabolism[map00680]; Retinol metabolism[map00830]; Metabolism of xenobiotics by cytochrome P450[map00980]; Drug metabolism - cytochrome P450[map00982]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Degradation of aromatic compounds[map01220],"Primary alcohol + NAD+ <=> Aldehyde + NADH + H+[R00623]; Ethanol + NAD+ <=> Acetaldehyde + NADH + H+[R00754]; Benzyl alcohol + NAD+ <=> Benzaldehyde + NADH + H+[R01763]; Retinol + NAD+ <=> Retinal + NADH + H+[R02124]; Phenylethyl alcohol + NAD+ <=> Phenylacetaldehyde + NADH + H+[R02611]; 4-Hydroxyphenylethanol + NAD+ <=> 4-Hydroxyphenylacetaldehyde + NADH + H+[R04304]; 3,4-Dihydroxyphenylethyleneglycol + NAD+ <=> 3,4-Dihydroxymandelaldehyde + NADH + H+[R04880]; trans-3-Chloro-2-propene-1-ol + NAD+ <=> trans-3-Chloroallyl aldehyde + NADH + H+[R05233]; cis-3-Chloro-2-propene-1-ol + NAD+ <=> cis-3-Chloroallyl aldehyde + NADH + H+[R05234]; 4-Methylbenzyl alcohol + NAD+ <=> p-Tolualdehyde + NADH + H+[R05282]; 3-Methylbenzyl alcohol + NAD+ <=> 3-Methylbenzaldehyde + NADH + H+[R05347]; 2-Methylbenzyl alcohol + NAD+ <=> 2-Methylbenzaldehyde + NADH + H+[R05348]; 1-Hydroxymethylnaphthalene + NAD+ <=> 1-Naphthaldehyde + NADH + H+[R06917]; (2-Naphthyl)methanol + NAD+ <=> 2-Naphthaldehyde + NADH + H+[R06927]; S-(Hydroxymethyl)glutathione + NAD+ <=> S-Formylglutathione + NADH + H+[R06983]; Chloral hydrate + NADH + H+ <=> Trichloroethanol + NAD+ + H2O[R07105]; Aldophosphamide + NADH + H+ <=> Alcophosphamide + NAD+[R08281]; 2-Phenyl-1,3-propanediol monocarbamate + NAD+ <=> 3-Carbamoyl-2-phenylpropionaldehyde + NADH + H+[R08306]; 4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one + NAD+ <=> 5-Phenyl-1,3-oxazinane-2,4-dione + NADH + H+[R08310]",formaldehyde dehydrogenase (glutathione),Biocide: Aldehyde (Formaldehyde),Carbon Cycle: Organic carbon oxidation
cluster_5075,dispensable,-,-,-,-,-,-,-,-,-
cluster_5076,dispensable,-,-,-,-,-,-,-,-,-
cluster_5077,dispensable,-,-,-,-,-,-,-,-,-
cluster_5078,dispensable,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,2-dehydropantoate 2-reductase[1.1.1.169],2-dehydropantoate 2-reductase[K00077],Pantothenate and CoA biosynthesis[map00770]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],(R)-Pantoate + NADP+ <=> 2-Dehydropantoate + NADPH + H+[R02472],-,-,-
cluster_5079,dispensable,-,-,-,-,-,-,-,-,-
cluster_5080,dispensable,-,-,-,DNA phosphorothioation-dependent restriction protein DptG[K19174],-,-,-,-,-
cluster_5081,dispensable,K,Helix-turn-helix XRE-family like proteins,-,-,-,-,-,-,-
cluster_5082,dispensable,S,CsbD-like,-,-,-,-,-,-,-
cluster_5083,dispensable,S,"Putative abortive phage resistance protein AbiGi, antitoxin",-,-,-,-,-,-,-
cluster_5084,dispensable,E,GDSL-like Lipase/Acylhydrolase family,-,trafficking protein particle complex subunit 9[K20306],-,-,-,-,-
cluster_5085,dispensable,K,Transcriptional regulator,-,-,-,-,-,-,-
cluster_5086,dispensable,-,-,-,-,-,-,-,-,-
cluster_5087,dispensable,-,-,-,-,-,-,-,-,-
cluster_5088,dispensable,-,-,-,-,-,-,-,-,-
cluster_5089,dispensable,L,Replication initiation factor,-,putative DNA relaxase[K07467],-,-,-,-,-
cluster_5090,dispensable,U,unidirectional conjugation,-,-,-,-,-,-,-
cluster_5091,dispensable,L,"Resolvase, N terminal domain",-,-,-,-,-,-,-
cluster_5092,dispensable,L,Initiator Replication protein,-,-,-,-,-,-,-
cluster_5093,dispensable,S,permease,-,adenine/guanine/hypoxanthine permease[K06901],-,-,-,-,-
cluster_5094,dispensable,M,Phage tail tape measure protein,-,-,-,-,-,-,-
cluster_5095,dispensable,S,antibacterial protein,-,phenol-soluble modulin beta[K20337],Quorum sensing[map02024],-,-,-,-
cluster_5096,dispensable,-,-,-,-,-,-,-,-,-
cluster_5097,dispensable,L,"Resolvase, N terminal domain",-,-,-,-,-,-,-
cluster_5098,dispensable,-,-,-,-,-,-,-,-,-
cluster_5099,dispensable,L,COG1943 Transposase and inactivated derivatives,-,REP-associated tyrosine transposase[K07491],-,-,-,-,-
cluster_5100,dispensable,-,-,-,transposase[K07487],-,-,-,-,-
cluster_5101,dispensable,-,-,-,transposase[K07487],-,-,-,-,-
cluster_5102,dispensable,L,5'-3' exonuclease,DNA-directed DNA polymerase[2.7.7.7],DNA polymerase I[K02335],Purine metabolism[map00230]; Pyrimidine metabolism[map00240]; Metabolic pathways[map01100]; DNA replication[map03030]; Base excision repair[map03410]; Nucleotide excision repair[map03420]; Homologous recombination[map03440],dATP + DNA <=> Diphosphate + DNA[R00375]; dGTP + DNA <=> Diphosphate + DNA[R00376]; dCTP + DNA <=> Diphosphate + DNA[R00377]; dTTP + DNA <=> Diphosphate + DNA[R00378],-,-,-
cluster_5103,dispensable,G,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[3.2.1.96]; N-acetylmuramoyl-L-alanine amidase[3.5.1.28],mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[K01227]; bifunctional autolysin[K13714],Other glycan degradation[map00511],-,-,-,-
cluster_5104,dispensable,K,Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor,Biotin--[biotin carboxyl-carrier protein] ligase[6.3.4.15],"BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase[K03524]; DNA processing protein[K04096]",Biotin metabolism[map00780]; Metabolic pathways[map01100],ATP + Biotin <=> Diphosphate + Biotinyl-5'-AMP[R01074]; Biotinyl-5'-AMP + Apo-[carboxylase] <=> AMP + Holo-[carboxylase][R05145],-,-,-
cluster_5105,dispensable,L,that it carries out the mismatch recognition step. This protein has a weak ATPase activity,-,DNA mismatch repair protein MutS[K03555],Mismatch repair[map03430],-,-,-,-
cluster_5106,dispensable,S,YolD-like protein,-,-,-,-,-,-,-
cluster_5107,dispensable,-,-,-,-,-,-,-,-,-
cluster_5108,dispensable,U,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,-,preprotein translocase subunit SecD[K03072]; preprotein translocase subunit SecF[K03074]; SecD/SecF fusion protein[K12257],Quorum sensing[map02024]; Protein export[map03060]; Bacterial secretion system[map03070],-,-,-,-
cluster_5109,dispensable,L,L COG3328 Transposase and inactivated derivatives,-,putative transposase[K07493],-,-,-,-,-
cluster_5110,dispensable,S,ABC transporter,-,macrolide transport system ATP-binding/permease protein[K18231],ABC transporters[map02010],-,ABC-F type ribosomal protection protein,Drug: Macrolide,-
cluster_5111,dispensable,E,Peptidase dimerisation domain,-,amidohydrolase[K01436],-,-,-,-,-
cluster_5112,dispensable,S,Domain of unknown function (DUF5079),-,-,-,-,-,-,-
cluster_5113,dispensable,L,L COG3328 Transposase and inactivated derivatives,-,putative transposase[K07493],-,-,-,-,-
cluster_5114,dispensable,-,-,-,-,-,-,-,-,-
cluster_5115,dispensable,L,SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'- 5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity (By similarity),-,DNA repair protein SbcC/Rad50[K03546],-,-,-,-,-
cluster_5116,dispensable,L,COG3666 Transposase and inactivated derivatives,-,transposase[K07487],-,-,-,-,-
cluster_5117,dispensable,-,-,-,-,-,-,-,-,-
cluster_5118,dispensable,S,Pfam:DUF867,-,-,-,-,-,-,-
cluster_5119,dispensable,DM,E domain,N-acetylmuramoyl-L-alanine amidase[3.5.1.28],N-acetylmuramoyl-L-alanine amidase[K01448]; pilus assembly protein FimV[K08086]; fibronectin-binding protein A[K13732]; fibronectin-binding protein B[K13733]; surface protein G[K14195]; large repetitive protein[K20276],Cationic antimicrobial peptide (CAMP) resistance[map01503]; Quorum sensing[map02024]; Bacterial invasion of epithelial cells[map05100]; Staphylococcus aureus infection[map05150],N-Acetylmuramoyl-Ala + H2O <=> N-Acetylmuramate + L-Alanine[R04112],-,-,-
cluster_5120,dispensable,-,-,-,-,-,-,-,-,-
cluster_5121,dispensable,-,-,-,-,-,-,-,-,-
cluster_5122,dispensable,-,-,-,-,-,-,-,-,-
cluster_5123,dispensable,-,-,-,-,-,-,-,-,-
cluster_5124,dispensable,S,Putative threonine/serine exporter,-,-,-,-,-,-,-
cluster_5125,dispensable,E,The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor,Glycine dehydrogenase (aminomethyl-transferring)[1.4.4.2],glycine dehydrogenase[K00281]; glycine dehydrogenase subunit 1[K00282],"Glycine, serine and threonine metabolism[map00260]; Glyoxylate and dicarboxylate metabolism[map00630]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Carbon metabolism[map01200]","Glycine + Tetrahydrofolate + NAD+ <=> 5,10-Methylenetetrahydrofolate + Ammonia + CO2 + NADH + H+[R01221]; Glycine + Lipoylprotein <=> [Protein]-S8-aminomethyldihydrolipoyllysine + CO2[R03425]",-,-,-
cluster_5126,dispensable,C,"Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)",Epoxyqueuosine reductase[1.17.99.6]; Ribonuclease H[3.1.26.4],ribonuclease HII[K03470]; epoxyqueuosine reductase[K09765],DNA replication[map03030],-,-,-,-
cluster_5127,dispensable,S,Hypothetical protein of unknown function (DUF2483),-,-,-,-,-,-,-
cluster_5128,dispensable,-,-,-,-,-,-,-,-,-
cluster_5129,dispensable,K,Peptidase S24-like,Repressor LexA[3.4.21.88],repressor LexA[K01356],-,-,-,-,-
cluster_5130,dispensable,V,Type I restriction modification DNA specificity domain protein,Type I site-specific deoxyribonuclease[3.1.21.3],"type I restriction enzyme, S subunit[K01154]",-,-,-,-,-
