Clusters,Pangenome Class,COG,Description,Enzyme Class,KEGG Orthology,KEGG Pathway,KEGG Reaction,Resistance Product,Resistance,Metabolism
cluster_533,core,O,C-terminal four TMM region of protein-O-mannosyltransferase,Dolichyl-phosphate-mannose--protein mannosyltransferase[2.4.1.109],dolichyl-phosphate-mannose-protein mannosyltransferase[K00728],Other types of O-glycan biosynthesis[map00514]; Mannose type O-glycan biosynthesis[map00515]; Metabolic pathways[map01100],Dolichyl phosphate D-mannose + [Protein]-L-serine <=> Dolichyl phosphate + 3-O-(alpha-D-Mannosyl)-L-serinyl-[protein][R04072]; Dolichyl phosphate D-mannose + [Protein]-L-serine <=> Dolichyl phosphate + G13027[R07620]; Dolichyl phosphate D-mannose + [Protein]-L-threonine <=> Dolichyl phosphate + 3-O-(alpha-D-Mannosyl)-L-threonyl-[protein][R11399],-,-,-
cluster_534,core,H,Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA,16S rRNA (cytidine(1402)-2'-O)-methyltransferase[2.1.1.198],16S rRNA (cytidine1402-2'-O)-methyltransferase[K07056],-,-,-,-,-
cluster_535,core,J,Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase[2.1.1.182],16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase[K02528],-,2 S-Adenosyl-L-methionine + Adenine in rRNA <=> 2 S-Adenosyl-L-homocysteine + N6-Dimethyladenine in rRNA[R10716],-,-,-
cluster_536,core,I,Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase[2.1.1.182]; 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase[2.7.1.148],4-diphosphocytidyl-2-C-methyl-D-erythritol kinase[K00919]; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase[K02528]; energy-coupling factor transport system substrate-specific component[K16924],Terpenoid backbone biosynthesis[map00900]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP <=> 2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP[R05634]; 2 S-Adenosyl-L-methionine + Adenine in rRNA <=> 2 S-Adenosyl-L-homocysteine + N6-Dimethyladenine in rRNA[R10716],-,-,-
cluster_537,core,K,helix_turn_helix multiple antibiotic resistance protein,-,-,-,-,-,-,-
cluster_538,core,K,"Bacterial regulatory proteins, tetR family",-,-,-,-,-,-,-
cluster_539,core,S,MazG nucleotide pyrophosphohydrolase domain,XTP/dITP diphosphatase[3.6.1.66],tetrapyrrole methylase family protein / MazG family protein[K02499],Purine metabolism[map00230],GTP + H2O <=> GMP + Diphosphate[R00426]; ITP + H2O <=> IMP + Diphosphate[R00720]; dGTP + H2O <=> dGMP + Diphosphate[R01855]; dUTP + H2O <=> dUMP + Diphosphate[R02100]; XTP + H2O <=> Xanthosine 5'-phosphate + Diphosphate[R02720]; dITP + H2O <=> 2'-Deoxyinosine 5'-phosphate + Diphosphate[R03531],-,-,-
cluster_540,core,E,Aminopeptidase I zinc metalloprotease (M18),Aspartyl aminopeptidase[3.4.11.21],aspartyl aminopeptidase[K01267],-,-,-,-,-
cluster_541,core,S,phage tail protein,-,-,-,-,-,-,-
cluster_542,core,E,Amidinotransferase,Arginine deiminase[3.5.3.6],arginine deiminase[K01478],Arginine biosynthesis[map00220]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],L-Arginine + H2O <=> L-Citrulline + Ammonia[R00552],-,-,-
cluster_543,core,E,Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline,Ornithine carbamoyltransferase[2.1.3.3],ornithine carbamoyltransferase[K00611],Arginine biosynthesis[map00220]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Biosynthesis of amino acids[map01230],Carbamoyl phosphate + L-Ornithine <=> Orthophosphate + L-Citrulline[R01398],-,-,-
cluster_544,core,D,Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP,-,ATP-binding protein involved in chromosome partitioning[K03593],-,-,-,-,-
cluster_545,core,G,phosphotransferase system,Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase[2.7.1.193],N-acetylglucosamine PTS system EIIB component[K02803],Amino sugar and nucleotide sugar metabolism[map00520]; Phosphotransferase system (PTS)[map02060],Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate[R05199],-,-,-
cluster_546,core,G,phosphotransferase system,Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase[2.7.1.193],N-acetylglucosamine PTS system EIIB component[K02803],Amino sugar and nucleotide sugar metabolism[map00520]; Phosphotransferase system (PTS)[map02060],Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate[R05199],-,-,-
cluster_547,core,P,Heavy-metal-associated domain,P-type Cu(+) transporter[3.6.3.54],P-type Cu+ transporter[K17686],-,ATP + H2O <=> ADP + Orthophosphate[R00086],-,-,-
cluster_548,core,-,-,-,-,-,-,-,-,-
cluster_549,core,J,Forms part of the polypeptide exit tunnel,-,large subunit ribosomal protein L4[K02926]; uncharacterized membrane protein ArfC[K16193],Ribosome[map03010],-,-,-,-
cluster_550,core,K,(Barnase) inhibitor,-,-,-,-,-,-,-
cluster_551,core,O,Belongs to the small heat shock protein (HSP20) family,-,HSP20 family protein[K13993],-,-,-,-,-
cluster_552,core,K,Belongs to the MraZ family,-,transcriptional regulator MraZ[K03925],-,-,-,-,-
cluster_553,core,D,"Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic",-,cell division protein FtsB[K05589]; conjugal transfer pilus assembly protein TraB[K12065],-,-,-,-,-
cluster_554,core,M,Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase[6.3.2.10]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase[6.3.2.13]","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase[K01928]; MurE/MurF fusion protein[K15792]",Lysine biosynthesis[map00300]; Peptidoglycan biosynthesis[map00550],"ATP + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate + meso-2,6-Diaminoheptanedioate <=> ADP + Orthophosphate + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate[R02788]; ATP + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate + D-Alanyl-D-alanine <=> ADP + Orthophosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine[R04617]",-,-,-
cluster_555,core,M,"Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein",Protoporphyrin ferrochelatase[4.99.1.1]; Coproporphyrin ferrochelatase[4.99.1.9]; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase[6.3.2.10],protoporphyrin/coproporphyrin ferrochelatase[K01772]; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase[K01929],Lysine biosynthesis[map00300]; Peptidoglycan biosynthesis[map00550]; Porphyrin metabolism[map00860]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Vancomycin resistance[map01502],"Protoporphyrin + Fe2+ <=> Heme + 2 H+[R00310]; ATP + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine + D-Alanyl-D-alanine <=> ADP + Orthophosphate + UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)[R04573]; ATP + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate + D-Alanyl-D-alanine <=> ADP + Orthophosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine[R04617]; Fe-coproporphyrin III + 2 H+ <=> Coproporphyrin III + Fe2+[R11329]",-,-,-
cluster_556,core,M,First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan,Phospho-N-acetylmuramoyl-pentapeptide-transferase[2.7.8.13],phospho-N-acetylmuramoyl-pentapeptide-transferase[K01000],Peptidoglycan biosynthesis[map00550]; Metabolic pathways[map01100]; Vancomycin resistance[map01502],"UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) + di-trans,poly-cis-Undecaprenyl phosphate <=> UMP + MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol[R05629]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine + di-trans,poly-cis-Undecaprenyl phosphate <=> UMP + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine[R05630]",-,-,-
cluster_557,core,D,Cell division protein FtsQ,D-alanine--D-alanine ligase[6.3.2.4],D-alanine-D-alanine ligase[K01921]; cell division protein FtsQ[K03589]; similar to stage IV sporulation protein[K06438],Peptidoglycan biosynthesis[map00550]; Metabolic pathways[map01100]; Vancomycin resistance[map01502]; Cell cycle - Caulobacter[map04112],ATP + 2 D-Alanine <=> ADP + Orthophosphate + D-Alanyl-D-alanine[R01150],-,-,-
cluster_558,core,J,Responsible for synthesis of pseudouridine from uracil,23S rRNA pseudouridine(1911/1915/1917) synthase[5.4.99.23]; tRNA pseudouridine(32) synthase[5.4.99.28]; 23S rRNA pseudouridine(746) synthase[5.4.99.29],tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase[K06177]; 23S rRNA pseudouridine1911/1915/1917 synthase[K06180],-,-,-,-,-
cluster_559,core,J,ribosomal protein,-,small subunit ribosomal protein S1[K02945],Ribosome[map03010],-,-,-,-
cluster_560,core,P,Membrane protein TerC,-,tellurite resistance protein TerC[K05794],-,-,-,-,-
cluster_561,core,S,Metallo-beta-lactamase superfamily,-,-,-,-,-,-,-
cluster_562,core,G,alpha-ribazole phosphatase activity,"Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)[5.4.2.11]","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase[K01834]","Glycolysis / Gluconeogenesis[map00010]; Glycine, serine and threonine metabolism[map00260]; Methane metabolism[map00680]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate[R01518],-,-,-
cluster_563,core,U,Preprotein translocase SecG subunit,-,preprotein translocase subunit SecG[K03075],Quorum sensing[map02024]; Protein export[map03060]; Bacterial secretion system[map03070],-,-,-,-
cluster_564,core,H,Mur ligase middle domain,Dihydrofolate synthase[6.3.2.12]; Tetrahydrofolate synthase[6.3.2.17],dihydrofolate synthase / folylpolyglutamate synthase[K11754],Folate biosynthesis[map00790]; Metabolic pathways[map01100],ATP + Tetrahydrofolate + L-Glutamate <=> ADP + Orthophosphate + THF-L-glutamate[R00942]; ATP + Dihydropteroate + L-Glutamate <=> ADP + Orthophosphate + Dihydrofolate[R02237]; ATP + THF-polyglutamate(n) + L-Glutamate <=> ADP + Orthophosphate + THF-polyglutamate(n+1)[R04241],-,-,-
cluster_565,core,S,Uncharacterized protein conserved in bacteria (DUF2344),-,-,-,-,-,-,-
cluster_566,dispensable,E,Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate,Glutamate-5-semialdehyde dehydrogenase[1.2.1.41],glutamate-5-semialdehyde dehydrogenase[K00147],Arginine and proline metabolism[map00330]; Carbapenem biosynthesis[map00332]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Biosynthesis of amino acids[map01230],L-Glutamate 5-semialdehyde + Orthophosphate + NADP+ <=> L-Glutamyl 5-phosphate + NADPH + H+[R03313],-,-,-
cluster_567,core,S,Phosphotriesterase family,-,phosphotriesterase-related protein[K07048],-,-,-,-,-
cluster_568,core,G,Xylose isomerase-like TIM barrel,L-ribulose-5-phosphate 3-epimerase[5.1.3.22],L-ribulose-5-phosphate 3-epimerase[K03079],Pentose and glucuronate interconversions[map00040]; Ascorbate and aldarate metabolism[map00053]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120],L-Ribulose 5-phosphate <=> L-Xylulose 5-phosphate[R03244],-,-,-
cluster_569,core,C,Belongs to the LDH MDH superfamily. LDH family,L-lactate dehydrogenase[1.1.1.27]; Malate dehydrogenase[1.1.1.37],L-lactate dehydrogenase[K00016]; malate dehydrogenase[K00024],Glycolysis / Gluconeogenesis[map00010]; Citrate cycle (TCA cycle)[map00020]; Cysteine and methionine metabolism[map00270]; Pyruvate metabolism[map00620]; Glyoxylate and dicarboxylate metabolism[map00630]; Propanoate metabolism[map00640]; Methane metabolism[map00680]; Carbon fixation in photosynthetic organisms[map00710]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+[R00342]; (S)-Lactate + NAD+ <=> Pyruvate + NADH + H+[R00703]; 2-Hydroxybutanoic acid + NAD+ <=> 2-Oxobutanoate + NADH + H+[R01000]; 3-Mercaptolactate + NAD+ <=> Mercaptopyruvate + NADH + H+[R03104]; (2R)-3-Sulfolactate + NAD+ <=> 3-Sulfopyruvate + NADH + H+[R07136],-,-,"Carbon Cycle: Organic carbon oxidation, Fermentation"
cluster_570,core,J,Binds directly to 16S ribosomal RNA,-,small subunit ribosomal protein S20[K02968],Ribosome[map03010],-,-,-,-
cluster_571,core,G,Inositol monophosphatase family,"Inositol-phosphate phosphatase[3.1.3.25]; 3'(2'),5'-bisphosphate nucleotidase[3.1.3.7]","3'(2'), 5'-bisphosphate nucleotidase[K01082]; myo-inositol-1(or 4)-monophosphatase[K01092]",Streptomycin biosynthesis[map00521]; Inositol phosphate metabolism[map00562]; Sulfur metabolism[map00920]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120],"Adenosine 3',5'-bisphosphate + H2O <=> AMP + Orthophosphate[R00188]; 3'-Phosphoadenylyl sulfate + H2O <=> Adenylyl sulfate + Orthophosphate[R00508]; Inositol 1-phosphate + H2O <=> myo-Inositol + Orthophosphate[R01185]; myo-Inositol 4-phosphate + H2O <=> myo-Inositol + Orthophosphate[R01186]; 1D-myo-Inositol 3-phosphate + H2O <=> myo-Inositol + Orthophosphate[R01187]",-,-,-
cluster_572,core,J,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,Nitronate monooxygenase[1.13.12.16]; 16S rRNA (uracil(1498)-N(3))-methyltransferase[2.1.1.193],nitronate monooxygenase[K00459]; 16S rRNA (uracil1498-N3)-methyltransferase[K09761],Nitrogen metabolism[map00910],Ethylnitronate + Oxygen + Reduced FMN <=> Acetaldehyde + Nitrite + FMN + H2O[R00025],-,-,-
cluster_573,core,S,DoxX,-,putative oxidoreductase[K15977],-,-,-,-,-
cluster_574,core,J,"Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)",tRNA-guanosine(34) preQ(1) transglycosylase[2.4.2.29],queuine tRNA-ribosyltransferase[K00773],-,tRNA guanine + Queuine <=> tRNA queuine + Guanine[R03789]; tRNA guanine + 7-Aminomethyl-7-carbaguanine <=> tRNA 7-aminomethyl-7-carbaguanine + Guanine[R10209],-,-,-
cluster_575,core,I,Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)[2.5.1.31]; (2Z,6E)-farnesyl diphosphate synthase[2.5.1.68]; Trans,polycis-decaprenyl diphosphate synthase[2.5.1.86]; Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl diphosphate specific)[2.5.1.88]","undecaprenyl diphosphate synthase[K00806]; short-chain Z-isoprenyl diphosphate synthase[K12503]; trans,polycis-decaprenyl diphosphate synthase[K14215]; trans,polycis-polyprenyl diphosphate synthase[K21273]",Terpenoid backbone biosynthesis[map00900]; Biosynthesis of secondary metabolites[map01110],"trans,trans-Farnesyl diphosphate + 8 Isopentenyl diphosphate <=> di-trans,poly-cis-Undecaprenyl diphosphate + 8 Diphosphate[R06447]; Geranyl diphosphate + Isopentenyl diphosphate <=> 2-cis,6-trans-Farnesyl diphosphate + Diphosphate[R08528]; 2-cis,6-trans-Farnesyl diphosphate + 7 Isopentenyl diphosphate <=> trans,octacis-Decaprenyl diphosphate + 7 Diphosphate[R09244]; 2-cis,6-trans-Farnesyl diphosphate + n Isopentenyl diphosphate <=> n Diphosphate + trans,polycis-Polyprenyl diphosphate[R09731]",-,-,-
cluster_576,dispensable,C,succinate dehydrogenase,Succinate dehydrogenase (quinone)[1.3.5.1]; Fumarate reductase (quinol)[1.3.5.4]; L-aspartate oxidase[1.4.3.16],"succinate dehydrogenase / fumarate reductase, flavoprotein subunit[K00239]; L-aspartate oxidase[K00278]","Citrate cycle (TCA cycle)[map00020]; Oxidative phosphorylation[map00190]; Alanine, aspartate and glutamate metabolism[map00250]; Butanoate metabolism[map00650]; Carbon fixation pathways in prokaryotes[map00720]; Nicotinate and nicotinamide metabolism[map00760]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Legionellosis[map05134]",L-Aspartate + H2O + Oxygen <=> Oxaloacetate + Ammonia + Hydrogen peroxide[R00357]; L-Aspartate + Oxygen <=> Iminoaspartate + Hydrogen peroxide[R00481]; Quinone + Succinate <=> Hydroquinone + Fumarate[R02164],-,-,-
cluster_577,core,C,Succinate dehydrogenase fumarate reductase,Succinate dehydrogenase (quinone)[1.3.5.1]; Fumarate reductase (quinol)[1.3.5.4],"succinate dehydrogenase / fumarate reductase, iron-sulfur subunit[K00240]; fumarate reductase iron-sulfur subunit[K00245]",Citrate cycle (TCA cycle)[map00020]; Oxidative phosphorylation[map00190]; Pyruvate metabolism[map00620]; Butanoate metabolism[map00650]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Two-component system[map02020],Quinone + Succinate <=> Hydroquinone + Fumarate[R02164],-,-,-
